duty,voltage,current,power
0.0,9.1091,0.00083,0.00754
1.0,8.2467,0.00083,0.00686
2.0,6.6836,0.00087,0.00585
3.0,6.8992,0.00125,0.00861
4.0,6.5758,0.00165,0.01085
5.0,7.0609,0.00241,0.017
6.0,7.3304,0.00331,0.02423
7.0,7.1148,0.00413,0.02941
8.0,6.7914,0.00496,0.03371
9.0,6.7914,0.00612,0.04155
10.0,6.1985,0.00676,0.04191
11.0,6.3602,0.00827,0.05262
12.0,6.1446,0.00941,0.0578
13.0,6.3602,0.01133,0.07204
14.0,6.1985,0.01271,0.0788
15.0,6.6297,0.01552,0.10289
16.0,6.5219,0.01729,0.11276
17.0,6.1446,0.01832,0.11255
18.0,5.5517,0.01849,0.10266
19.0,5.929,0.02194,0.1301
20.0,5.7134,0.02337,0.13354
21.0,5.1744,0.02329,0.12051
22.0,5.39,0.02658,0.14325
23.0,5.6056,0.03016,0.16908
24.0,5.1205,0.02996,0.15341
25.0,4.851,0.03076,0.14922
26.0,5.0127,0.03434,0.17214
27.0,5.2283,0.03859,0.20176
28.0,5.2283,0.04147,0.21679
29.0,5.0666,0.04307,0.21822
30.0,4.6354,0.04214,0.19534
31.0,4.5815,0.04444,0.20362
32.0,4.312,0.04455,0.19209
33.0,4.4737,0.04913,0.21977
34.0,4.0425,0.0471,0.1904
35.0,3.8808,0.04789,0.18586
36.0,3.8269,0.04994,0.19113
37.0,4.0964,0.05645,0.23125
38.0,4.0964,0.05952,0.24384
39.0,3.7191,0.05691,0.21164
40.0,3.6113,0.05811,0.20985
41.0,3.8269,0.06468,0.24752
42.0,3.773,0.0669,0.25241
43.0,3.1801,0.05909,0.18791
44.0,3.6113,0.07024,0.25367
45.0,2.695,0.05482,0.14774
46.0,2.695,0.05727,0.15435
47.0,2.8028,0.06217,0.17425
48.0,2.5872,0.05984,0.15483
49.0,2.5333,0.06105,0.15467
50.0,2.9645,0.07438,0.22051
51.0,2.8028,0.07316,0.20504
52.0,2.0482,0.05557,0.11382
53.0,2.2638,0.0638,0.14442
54.0,1.617,0.0473,0.07648
55.0,2.2638,0.06869,0.15549
56.0,2.0482,0.06442,0.13194
57.0,2.2638,0.07376,0.16697
58.0,2.2638,0.07636,0.17286
59.0,2.156,0.07525,0.16223
60.0,2.0482,0.07392,0.15141
61.0,1.7248,0.06434,0.11097
62.0,1.8326,0.07061,0.1294
63.0,1.9404,0.07719,0.14978
64.0,1.4014,0.05753,0.08062
65.0,1.617,0.06847,0.11071
66.0,1.1858,0.05176,0.06138
67.0,1.5092,0.06789,0.10245
68.0,1.4553,0.06743,0.09812
69.0,1.1858,0.05656,0.06707
70.0,1.5092,0.07409,0.11181
71.0,1.4014,0.07077,0.09918
72.0,1.2397,0.06438,0.07981
73.0,0.8085,0.04316,0.03489
74.0,0.8085,0.04435,0.03585
75.0,0.8085,0.04555,0.03683
76.0,0.7546,0.04365,0.03294
77.0,0.8624,0.05121,0.04416
78.0,0.9163,0.05583,0.05116
79.0,0.4312,0.02695,0.01162
80.0,0.7007,0.04491,0.03147
81.0,0.8624,0.05666,0.04886
82.0,0.6468,0.04355,0.02817
83.0,0.3234,0.02231,0.00721
84.0,0.4851,0.03427,0.01663
85.0,0.4851,0.03509,0.01702
86.0,0.539,0.03991,0.02151
87.0,0.539,0.04085,0.02202
88.0,0.539,0.04179,0.02252
89.0,0.539,0.04274,0.02304
90.0,0.539,0.04371,0.02356
