duty,voltage,current,power
0.0,13.7984,0.00125,0.01731
1.0,13.6367,0.00138,0.01877
2.0,12.7204,0.00167,0.02118
3.0,11.4268,0.00207,0.02362
4.0,9.1091,0.00229,0.02082
5.0,6.0907,0.00208,0.01265
6.0,6.6297,0.00299,0.01982
7.0,5.8212,0.00338,0.01968
8.0,6.3602,0.00465,0.02957
9.0,5.6056,0.00505,0.02831
10.0,6.3063,0.00688,0.04338
11.0,6.4141,0.00834,0.05352
12.0,5.8751,0.00899,0.05284
13.0,5.5517,0.00989,0.05489
14.0,5.8751,0.01205,0.07079
15.0,5.39,0.01262,0.06801
16.0,5.5517,0.01472,0.0817
17.0,5.2822,0.01575,0.08317
18.0,5.4439,0.01813,0.09871
19.0,5.39,0.01995,0.10752
20.0,4.7971,0.01962,0.09414
21.0,4.851,0.02183,0.10592
22.0,4.7971,0.02365,0.11347
23.0,4.6354,0.02494,0.11562
24.0,4.2581,0.02491,0.10609
25.0,4.5276,0.02871,0.12998
26.0,3.6113,0.02474,0.08935
27.0,4.0964,0.03024,0.12386
28.0,3.9886,0.03163,0.12617
29.0,4.0964,0.03482,0.14265
30.0,3.3418,0.03038,0.10152
31.0,3.4496,0.03346,0.11544
32.0,3.5574,0.03675,0.13074
33.0,2.9645,0.03255,0.0965
34.0,2.9645,0.03454,0.10239
35.0,3.1801,0.03925,0.1248
36.0,2.9645,0.03869,0.11469
37.0,2.9106,0.04011,0.11675
38.0,2.9106,0.04229,0.1231
39.0,2.4794,0.03794,0.09406
40.0,2.8567,0.04597,0.13131
41.0,2.4794,0.0419,0.1039
42.0,2.2638,0.04014,0.09087
43.0,2.5872,0.04807,0.12437
44.0,2.3177,0.04508,0.10449
45.0,2.3177,0.04714,0.10927
46.0,2.2638,0.04811,0.10891
47.0,2.3177,0.05141,0.11915
48.0,1.9943,0.04613,0.092
49.0,2.1021,0.05066,0.1065
50.0,1.9943,0.05004,0.09979
51.0,2.0482,0.05346,0.1095
52.0,1.7787,0.04826,0.08584
53.0,1.3475,0.03797,0.05117
54.0,1.2936,0.03784,0.04895
55.0,1.1858,0.03598,0.04266
56.0,1.3475,0.04238,0.05711
57.0,1.1319,0.03688,0.04174
58.0,1.1319,0.03818,0.04322
59.0,0.9702,0.03386,0.03285
60.0,1.078,0.03891,0.04194
61.0,0.7007,0.02614,0.01831
62.0,0.9163,0.03531,0.03235
63.0,1.078,0.04288,0.04623
64.0,1.2397,0.05089,0.06309
65.0,0.8085,0.03423,0.02768
66.0,0.8624,0.03764,0.03246
67.0,0.9702,0.04364,0.04234
68.0,0.7007,0.03246,0.02275
69.0,0.7007,0.03342,0.02342
70.0,0.5929,0.02911,0.01726
71.0,0.539,0.02722,0.01467
72.0,0.4851,0.02519,0.01222
73.0,0.4312,0.02302,0.00993
74.0,0.4851,0.02661,0.01291
75.0,0.2695,0.01518,0.00409
76.0,0.4312,0.02495,0.01076
77.0,0.3234,0.0192,0.00621
78.0,0.1617,0.00985,0.00159
79.0,0.1617,0.01011,0.00163
80.0,0.1078,0.00691,0.00074
81.0,0.1617,0.01062,0.00172
82.0,0.0539,0.00363,0.0002
83.0,0.0539,0.00372,0.0002
84.0,0.1078,0.00762,0.00082
85.0,0.0539,0.0039,0.00021
86.0,0.0539,0.00399,0.00022
87.0,0.0539,0.00408,0.00022
88.0,0.0539,0.00418,0.00023
89.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,13.5828,0.00123,0.01677
1.0,13.4211,0.00135,0.01818
2.0,12.4509,0.00163,0.02029
3.0,11.2651,0.00204,0.02296
4.0,8.1928,0.00206,0.01684
5.0,6.1985,0.00211,0.0131
6.0,5.929,0.00267,0.01585
7.0,6.0907,0.00354,0.02155
8.0,5.7673,0.00422,0.02431
9.0,5.929,0.00534,0.03167
10.0,5.5517,0.00606,0.03362
11.0,5.7673,0.0075,0.04327
12.0,5.6056,0.00858,0.04811
13.0,5.5517,0.00989,0.05489
14.0,5.2822,0.01083,0.05722
15.0,5.5517,0.013,0.07215
16.0,4.9588,0.01315,0.06519
17.0,5.1744,0.01542,0.07981
18.0,4.6354,0.01544,0.07157
19.0,4.6893,0.01735,0.08138
20.0,4.2581,0.01742,0.07417
21.0,4.3659,0.01965,0.08579
22.0,4.6354,0.02286,0.10595
23.0,4.3659,0.02349,0.10257
24.0,4.5815,0.02681,0.12281
25.0,4.2581,0.027,0.11497
26.0,3.6652,0.02511,0.09203
27.0,3.6652,0.02705,0.09915
28.0,3.6113,0.02864,0.10343
29.0,3.773,0.03207,0.12101
30.0,3.5574,0.03234,0.11505
31.0,3.234,0.03137,0.10146
32.0,3.1262,0.0323,0.10097
33.0,3.0723,0.03374,0.10365
34.0,2.7489,0.03203,0.08804
35.0,2.9645,0.03658,0.10846
36.0,2.695,0.03517,0.09479
37.0,2.6411,0.0364,0.09613
38.0,2.5872,0.03759,0.09726
39.0,2.4794,0.03794,0.09406
40.0,2.4794,0.0399,0.09892
41.0,2.5333,0.04282,0.10846
42.0,1.9943,0.03536,0.07052
43.0,2.3177,0.04306,0.09981
44.0,2.1021,0.04089,0.08595
45.0,1.9943,0.04057,0.0809
46.0,1.6709,0.03551,0.05933
47.0,2.0482,0.04543,0.09305
48.0,2.1021,0.04862,0.10221
49.0,1.5631,0.03767,0.05889
50.0,1.7248,0.04328,0.07464
51.0,1.5092,0.03939,0.05945
52.0,1.7787,0.04826,0.08584
53.0,1.7248,0.04861,0.08384
54.0,1.3475,0.03942,0.05311
55.0,1.2936,0.03925,0.05077
56.0,1.4553,0.04577,0.06661
57.0,1.078,0.03512,0.03786
58.0,1.078,0.03636,0.0392
59.0,0.9163,0.03198,0.0293
60.0,1.078,0.03891,0.04194
61.0,1.078,0.04021,0.04335
62.0,0.8085,0.03115,0.02519
63.0,0.7546,0.03002,0.02265
64.0,0.9702,0.03983,0.03864
65.0,0.7007,0.02967,0.02079
66.0,0.7007,0.03059,0.02143
67.0,0.4851,0.02182,0.01059
68.0,0.5929,0.02747,0.01629
69.0,0.4851,0.02314,0.01123
70.0,0.5929,0.02911,0.01726
71.0,0.4312,0.02178,0.00939
72.0,0.2695,0.014,0.00377
73.0,0.2156,0.01151,0.00248
74.0,0.3234,0.01774,0.00574
75.0,0.2695,0.01518,0.00409
76.0,0.1617,0.00935,0.00151
77.0,0.2156,0.0128,0.00276
78.0,0.1078,0.00657,0.00071
79.0,0.2695,0.01684,0.00454
80.0,0.1078,0.00691,0.00074
81.0,0.1617,0.01062,0.00172
82.0,0.0539,0.00363,0.0002
83.0,0.0539,0.00372,0.0002
84.0,0.0539,0.00381,0.00021
85.0,0.0539,0.0039,0.00021
86.0,0.0,0.0,0.0
87.0,0.0539,0.00408,0.00022
88.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,13.475,0.00123,0.01651
1.0,13.2594,0.00134,0.01774
2.0,12.2353,0.0016,0.0196
3.0,11.0495,0.002,0.02209
4.0,7.8155,0.00196,0.01533
5.0,6.4141,0.00219,0.01403
6.0,5.8212,0.00262,0.01528
7.0,5.929,0.00344,0.02042
8.0,5.4439,0.00398,0.02166
9.0,6.0368,0.00544,0.03283
10.0,5.6595,0.00617,0.03494
11.0,5.6056,0.00729,0.04088
12.0,5.4978,0.00842,0.04627
13.0,4.851,0.00864,0.04191
14.0,5.4439,0.01116,0.06078
15.0,5.0666,0.01186,0.06009
16.0,4.6354,0.01229,0.05696
17.0,4.4737,0.01334,0.05966
18.0,4.851,0.01616,0.07838
19.0,4.6354,0.01716,0.07952
20.0,4.0964,0.01676,0.06865
21.0,4.4737,0.02014,0.09008
22.0,4.5276,0.02233,0.10108
23.0,4.312,0.0232,0.10005
24.0,4.0964,0.02397,0.09818
25.0,4.1503,0.02632,0.10922
26.0,3.8269,0.02622,0.10033
27.0,3.8269,0.02825,0.10809
28.0,3.6113,0.02864,0.10343
29.0,3.5574,0.03024,0.10758
30.0,3.1262,0.02842,0.08885
31.0,2.9645,0.02876,0.08525
32.0,3.234,0.03341,0.10805
33.0,3.1262,0.03433,0.10732
34.0,2.8567,0.03328,0.09508
35.0,2.8028,0.03459,0.09695
36.0,2.695,0.03517,0.09479
37.0,2.3177,0.03194,0.07403
38.0,2.4255,0.03524,0.08549
39.0,2.4794,0.03794,0.09406
40.0,2.5333,0.04076,0.10327
41.0,2.3177,0.03917,0.09079
42.0,2.2638,0.04014,0.09087
43.0,2.1021,0.03906,0.08211
44.0,2.3177,0.04508,0.10449
45.0,1.9404,0.03947,0.07659
46.0,2.0482,0.04353,0.08915
47.0,2.0482,0.04543,0.09305
48.0,1.7248,0.0399,0.06881
49.0,1.8326,0.04417,0.08094
50.0,1.8326,0.04598,0.08427
51.0,1.2397,0.03236,0.04011
52.0,1.6709,0.04533,0.07575
53.0,1.6709,0.04709,0.07868
54.0,1.2397,0.03626,0.04495
55.0,1.2936,0.03925,0.05077
56.0,1.5092,0.04747,0.07164
57.0,1.0241,0.03337,0.03417
58.0,1.1319,0.03818,0.04322
59.0,1.078,0.03762,0.04056
60.0,0.8624,0.03112,0.02684
61.0,1.078,0.04021,0.04335
62.0,0.9163,0.03531,0.03235
63.0,1.078,0.04288,0.04623
64.0,0.7007,0.02876,0.02016
65.0,0.8624,0.03651,0.03149
66.0,0.9163,0.04,0.03665
67.0,0.8085,0.03637,0.0294
68.0,0.539,0.02497,0.01346
69.0,0.4851,0.02314,0.01123
70.0,0.6468,0.03175,0.02054
71.0,0.4312,0.02178,0.00939
72.0,0.4851,0.02519,0.01222
73.0,0.3234,0.01726,0.00558
74.0,0.2695,0.01478,0.00398
75.0,0.4851,0.02733,0.01326
76.0,0.3773,0.02183,0.00824
77.0,0.2156,0.0128,0.00276
78.0,0.1078,0.00657,0.00071
79.0,0.1617,0.01011,0.00163
80.0,0.1078,0.00691,0.00074
81.0,0.0539,0.00354,0.00019
82.0,0.0539,0.00363,0.0002
83.0,0.1078,0.00744,0.0008
84.0,0.0,0.0,0.0
85.0,0.0539,0.0039,0.00021
86.0,0.0,0.0,0.0
87.0,0.0,0.0,0.0
88.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,13.475,0.00123,0.01651
1.0,13.2594,0.00134,0.01774
2.0,12.2892,0.00161,0.01977
3.0,11.1573,0.00202,0.02252
4.0,8.1389,0.00204,0.01662
5.0,6.0368,0.00206,0.01242
6.0,6.0368,0.00272,0.01643
7.0,5.8212,0.00338,0.01968
8.0,5.8751,0.00429,0.02523
9.0,5.6595,0.0051,0.02886
10.0,5.8212,0.00635,0.03697
11.0,5.7673,0.0075,0.04327
12.0,5.2822,0.00809,0.04271
13.0,5.6595,0.01008,0.05704
14.0,5.4439,0.01116,0.06078
15.0,5.2283,0.01224,0.06399
16.0,4.7432,0.01257,0.05964
17.0,4.6893,0.01398,0.06555
18.0,4.7432,0.0158,0.07494
19.0,4.851,0.01795,0.08709
20.0,4.5276,0.01852,0.08386
21.0,4.4737,0.02014,0.09008
22.0,4.312,0.02126,0.09168
23.0,4.0964,0.02204,0.09029
24.0,4.4198,0.02586,0.1143
25.0,4.1503,0.02632,0.10922
26.0,3.9886,0.02733,0.10899
27.0,3.9886,0.02944,0.11742
28.0,3.5574,0.02821,0.10037
29.0,3.234,0.02749,0.08891
30.0,3.234,0.0294,0.09508
31.0,3.3957,0.03294,0.11186
