duty,voltage,current,power
0.0,8.3006,0.00075,0.00626
1.0,7.4921,0.00076,0.00566
2.0,6.9531,0.00091,0.00633
3.0,6.7914,0.00123,0.00834
4.0,6.8453,0.00172,0.01176
5.0,6.3063,0.00215,0.01356
6.0,6.7375,0.00304,0.02047
7.0,6.3602,0.00369,0.0235
8.0,5.929,0.00433,0.02569
9.0,5.8751,0.00529,0.0311
10.0,6.0907,0.00664,0.04047
11.0,5.39,0.00701,0.03779
12.0,5.8751,0.00899,0.05284
13.0,5.6056,0.00998,0.05596
14.0,5.8212,0.01194,0.0695
15.0,5.39,0.01262,0.06801
16.0,5.7134,0.01515,0.08653
17.0,5.0666,0.0151,0.07652
18.0,5.0666,0.01688,0.08551
19.0,5.4439,0.02015,0.10968
20.0,4.9588,0.02029,0.10059
21.0,4.9588,0.02232,0.11068
22.0,4.5815,0.02259,0.1035
23.0,5.0666,0.02726,0.13813
24.0,4.6893,0.02744,0.12866
25.0,4.851,0.03076,0.14922
26.0,4.312,0.02954,0.12738
27.0,4.5276,0.03342,0.1513
28.0,4.4198,0.03505,0.15493
29.0,4.2042,0.03574,0.15026
30.0,4.0425,0.03675,0.14856
31.0,3.9886,0.03869,0.15433
32.0,4.1503,0.04288,0.17795
33.0,3.6113,0.03966,0.14321
34.0,3.8808,0.04521,0.17547
35.0,3.8269,0.04723,0.18073
36.0,4.0425,0.05276,0.21328
37.0,3.8808,0.05348,0.20755
38.0,3.5574,0.05169,0.18389
39.0,3.5035,0.05361,0.18781
40.0,3.7191,0.05984,0.22256
41.0,3.5574,0.06012,0.21388
42.0,3.6652,0.06499,0.23819
43.0,2.8028,0.05208,0.14597
44.0,2.9645,0.05766,0.17094
45.0,3.234,0.06578,0.21274
46.0,2.7489,0.05842,0.16058
47.0,2.695,0.05978,0.1611
48.0,2.7489,0.06358,0.17479
49.0,2.2099,0.05326,0.1177
50.0,2.4255,0.06086,0.14761
51.0,2.0482,0.05346,0.1095
52.0,2.2099,0.05996,0.1325
53.0,2.4794,0.06987,0.17324
54.0,2.2099,0.06464,0.14285
55.0,2.3716,0.07196,0.17065
56.0,2.1021,0.06611,0.13898
57.0,2.4794,0.08078,0.20029
58.0,1.6709,0.05636,0.09417
59.0,1.7787,0.06208,0.11042
60.0,1.9943,0.07198,0.14354
61.0,1.8326,0.06836,0.12527
62.0,1.5631,0.06023,0.09414
63.0,1.3475,0.0536,0.07223
64.0,1.5092,0.06195,0.0935
65.0,1.0241,0.04336,0.04441
66.0,1.2397,0.05411,0.06709
