duty,voltage,current,power
0.0,6.6836,0.00061,0.00406
1.0,5.0127,0.00051,0.00254
2.0,1.3475,0.00018,0.00024
3.0,1.3475,0.00024,0.00033
4.0,1.4014,0.00035,0.00049
5.0,1.5631,0.00053,0.00083
6.0,1.2936,0.00058,0.00075
7.0,1.4014,0.00081,0.00114
8.0,1.3475,0.00098,0.00133
9.0,1.4014,0.00126,0.00177
10.0,1.2936,0.00141,0.00183
11.0,1.3475,0.00175,0.00236
12.0,1.1858,0.00182,0.00215
13.0,1.1858,0.00211,0.0025
14.0,1.078,0.00221,0.00238
15.0,1.1319,0.00265,0.003
16.0,0.9702,0.00257,0.0025
17.0,1.0241,0.00305,0.00313
18.0,0.9163,0.00305,0.0028
19.0,0.8624,0.00319,0.00275
20.0,0.9702,0.00397,0.00385
21.0,0.9163,0.00412,0.00378
22.0,0.7546,0.00372,0.00281
23.0,0.7007,0.00377,0.00264
24.0,0.7007,0.0041,0.00287
25.0,0.7546,0.00478,0.00361
26.0,0.7007,0.0048,0.00336
27.0,0.6468,0.00477,0.00309
28.0,0.6468,0.00513,0.00332
29.0,0.8085,0.00687,0.00556
30.0,0.6468,0.00588,0.0038
31.0,0.6468,0.00627,0.00406
32.0,0.7546,0.0078,0.00588
33.0,0.6468,0.0071,0.00459
34.0,0.5929,0.00691,0.0041
35.0,0.6468,0.00798,0.00516
36.0,0.5929,0.00774,0.00459
37.0,0.5929,0.00817,0.00484
38.0,0.539,0.00783,0.00422
39.0,0.4851,0.00742,0.0036
40.0,0.4851,0.00781,0.00379
41.0,0.3773,0.00638,0.00241
42.0,0.3773,0.00669,0.00252
43.0,0.3773,0.00701,0.00265
44.0,0.3234,0.00629,0.00203
45.0,0.2695,0.00548,0.00148
46.0,0.3234,0.00687,0.00222
47.0,0.2695,0.00598,0.00161
48.0,0.3234,0.00748,0.00242
49.0,0.3234,0.00779,0.00252
50.0,0.2695,0.00676,0.00182
51.0,0.2156,0.00563,0.00121
52.0,0.1617,0.00439,0.00071
53.0,0.2156,0.00608,0.00131
54.0,0.2156,0.00631,0.00136
55.0,0.1078,0.00327,0.00035
56.0,0.1617,0.00509,0.00082
57.0,0.2156,0.00702,0.00151
58.0,0.1617,0.00545,0.00088
59.0,0.1078,0.00376,0.00041
60.0,0.1078,0.00389,0.00042
61.0,0.1078,0.00402,0.00043
62.0,0.1078,0.00415,0.00045
63.0,0.0539,0.00214,0.00012
64.0,0.0539,0.00221,0.00012
65.0,0.0539,0.00228,0.00012
66.0,0.0539,0.00235,0.00013
67.0,0.0539,0.00242,0.00013
68.0,0.0,0.0,0.0
69.0,0.0539,0.00257,0.00014
70.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0
81.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0
83.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
85.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0
87.0,0.0,0.0,0.0
88.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0
0.0,5.7673,0.00052,0.00302
1.0,4.0964,0.00041,0.00169
2.0,1.078,0.00014,0.00015
3.0,1.078,0.0002,0.00021
4.0,1.0241,0.00026,0.00026
5.0,1.1319,0.00039,0.00044
6.0,1.078,0.00049,0.00052
7.0,1.0241,0.00059,0.00061
8.0,1.0241,0.00075,0.00077
9.0,0.9702,0.00087,0.00085
10.0,0.8624,0.00094,0.00081
11.0,1.078,0.0014,0.00151
12.0,0.8085,0.00124,0.001
13.0,0.7546,0.00134,0.00101
14.0,0.8085,0.00166,0.00134
15.0,0.7546,0.00177,0.00133
16.0,0.8624,0.00229,0.00197
17.0,0.7007,0.00209,0.00146
18.0,0.539,0.0018,0.00097
19.0,0.8085,0.00299,0.00242
20.0,0.7007,0.00287,0.00201
21.0,0.6468,0.00291,0.00188
22.0,0.5929,0.00292,0.00173
23.0,0.5929,0.00319,0.00189
24.0,0.539,0.00315,0.0017
25.0,0.4851,0.00308,0.00149
26.0,0.5929,0.00406,0.00241
27.0,0.6468,0.00477,0.00309
28.0,0.5929,0.0047,0.00279
29.0,0.539,0.00458,0.00247
30.0,0.539,0.0049,0.00264
31.0,0.4851,0.00471,0.00228
32.0,0.4851,0.00501,0.00243
33.0,0.4312,0.00473,0.00204
34.0,0.4312,0.00502,0.00217
35.0,0.4851,0.00599,0.0029
36.0,0.3773,0.00492,0.00186
37.0,0.4312,0.00594,0.00256
38.0,0.3773,0.00548,0.00207
39.0,0.3234,0.00495,0.0016
40.0,0.3234,0.0052,0.00168
41.0,0.3234,0.00547,0.00177
42.0,0.2695,0.00478,0.00129
43.0,0.3234,0.00601,0.00194
44.0,0.2156,0.00419,0.0009
45.0,0.1617,0.00329,0.00053
46.0,0.3234,0.00687,0.00222
47.0,0.2156,0.00478,0.00103
48.0,0.2156,0.00499,0.00108
49.0,0.1617,0.0039,0.00063
50.0,0.2156,0.00541,0.00117
51.0,0.1617,0.00422,0.00068
52.0,0.1078,0.00292,0.00032
53.0,0.1078,0.00304,0.00033
54.0,0.1078,0.00315,0.00034
55.0,0.1078,0.00327,0.00035
56.0,0.0539,0.0017,9e-05
57.0,0.1078,0.00351,0.00038
58.0,0.0539,0.00182,0.0001
59.0,0.0539,0.00188,0.0001
60.0,0.0539,0.00195,0.0001
61.0,0.0539,0.00201,0.00011
62.0,0.0539,0.00208,0.00011
63.0,0.0539,0.00214,0.00012
64.0,0.0539,0.00221,0.00012
65.0,0.0,0.0,0.0
66.0,0.0,0.0,0.0
67.0,0.0,0.0,0.0
68.0,0.0,0.0,0.0
69.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0
