duty,voltage,current,power
0.0,10.5105,0.00096,0.01004
1.0,9.9176,0.001,0.00993
2.0,8.8935,0.00116,0.01035
3.0,8.4623,0.00153,0.01295
4.0,8.0311,0.00202,0.01618
5.0,8.2467,0.00281,0.02318
6.0,8.6779,0.00391,0.03396
7.0,7.4921,0.00435,0.03261
8.0,7.4921,0.00548,0.04103
9.0,7.546,0.0068,0.0513
10.0,8.3545,0.00911,0.07614
11.0,7.4921,0.00975,0.07302
12.0,7.4382,0.01139,0.0847
13.0,7.1148,0.01267,0.09015
14.0,6.8453,0.01404,0.0961
15.0,6.6836,0.01565,0.10457
16.0,7.0609,0.01872,0.13216
17.0,7.3304,0.02185,0.16018
18.0,7.007,0.02334,0.16354
19.0,6.6297,0.02454,0.16267
20.0,6.5219,0.02668,0.17401
21.0,7.1687,0.03227,0.2313
22.0,6.5758,0.03242,0.21322
23.0,6.1985,0.03335,0.20674
24.0,6.3602,0.03721,0.23668
25.0,6.468,0.04101,0.26527
26.0,5.8751,0.04025,0.23647
27.0,6.0368,0.04456,0.26898
28.0,5.7673,0.04574,0.2638
29.0,5.7673,0.04903,0.28276
30.0,5.39,0.049,0.26411
31.0,5.9829,0.05804,0.34724
32.0,5.929,0.06125,0.36316
33.0,5.39,0.05919,0.31902
34.0,4.9588,0.05777,0.28649
35.0,4.6893,0.05787,0.27137
36.0,4.312,0.05628,0.24266
37.0,4.4198,0.06091,0.26921
38.0,4.7971,0.06971,0.33439
39.0,4.312,0.06598,0.2845
40.0,4.4737,0.07199,0.32204
41.0,4.2581,0.07197,0.30644
42.0,4.4737,0.07932,0.35487
43.0,3.8269,0.07111,0.27212
44.0,3.6652,0.07129,0.2613
45.0,3.6113,0.07346,0.26528
46.0,4.0425,0.08591,0.34728
47.0,4.2581,0.09445,0.40217
48.0,3.1262,0.07231,0.22606
49.0,3.9347,0.09483,0.37313
50.0,2.9645,0.07438,0.22051
51.0,3.1801,0.083,0.26396
52.0,2.695,0.07312,0.19705
53.0,3.7191,0.10481,0.38979
54.0,2.8028,0.08198,0.22979
55.0,3.234,0.09812,0.31733
56.0,2.3716,0.07459,0.1769
57.0,2.156,0.07024,0.15145
58.0,2.7489,0.09272,0.25489
59.0,2.156,0.07525,0.16223
60.0,2.4255,0.08754,0.21232
61.0,1.9943,0.07439,0.14835
62.0,2.1021,0.081,0.17026
63.0,2.2638,0.09006,0.20387
64.0,2.2638,0.09293,0.21038
65.0,1.6709,0.07075,0.11821
66.0,2.156,0.09411,0.2029
67.0,1.9404,0.08728,0.16936
68.0,1.9404,0.0899,0.17444
69.0,2.2638,0.10799,0.24446
70.0,1.1319,0.05557,0.0629
71.0,1.2936,0.06533,0.08451
72.0,1.4553,0.07558,0.10998
73.0,1.0241,0.05467,0.05598
74.0,1.5092,0.08278,0.12493
75.0,1.2936,0.07288,0.09428
76.0,1.2397,0.07172,0.08891
77.0,1.0241,0.06081,0.06228
78.0,0.539,0.03284,0.0177
79.0,0.9163,0.05727,0.05248
80.0,0.5929,0.038,0.02253
81.0,0.9163,0.0602,0.05516
82.0,0.4851,0.03266,0.01584
83.0,0.6468,0.04462,0.02886
84.0,0.7007,0.04951,0.03469
85.0,0.8624,0.06239,0.0538
86.0,0.4851,0.03592,0.01743
87.0,0.4312,0.03268,0.01409
88.0,0.5929,0.04597,0.02725
89.0,0.6468,0.05129,0.03318
90.0,0.3773,0.0306,0.01154
