duty,voltage,current,power
0.0,8.8935,0.00081,0.00719
1.0,8.4623,0.00085,0.00723
2.0,5.5517,0.00073,0.00403
3.0,2.8028,0.00051,0.00142
4.0,2.2638,0.00057,0.00129
5.0,1.9943,0.00068,0.00136
6.0,2.2638,0.00102,0.00231
7.0,2.156,0.00125,0.0027
8.0,1.8326,0.00134,0.00245
9.0,2.0482,0.00185,0.00378
10.0,1.7248,0.00188,0.00325
11.0,1.9943,0.00259,0.00517
12.0,1.9943,0.00305,0.00609
13.0,1.8865,0.00336,0.00634
14.0,1.7787,0.00365,0.00649
15.0,1.4553,0.00341,0.00496
16.0,1.6709,0.00443,0.0074
17.0,1.617,0.00482,0.00779
18.0,1.5631,0.00521,0.00814
19.0,1.6709,0.00618,0.01033
20.0,1.5092,0.00617,0.00932
21.0,1.4014,0.00631,0.00884
22.0,1.2936,0.00638,0.00825
23.0,1.4014,0.00754,0.01057
24.0,1.5631,0.00915,0.0143
25.0,1.2936,0.0082,0.01061
26.0,1.4553,0.00997,0.01451
27.0,1.1319,0.00835,0.00946
28.0,1.2397,0.00983,0.01219
29.0,1.0241,0.00871,0.00892
30.0,1.0241,0.00931,0.00953
31.0,1.1319,0.01098,0.01243
32.0,1.1319,0.01169,0.01324
33.0,0.9702,0.01065,0.01034
34.0,1.1858,0.01382,0.01638
35.0,1.078,0.0133,0.01434
36.0,0.7546,0.00985,0.00743
37.0,0.9702,0.01337,0.01297
38.0,0.9702,0.0141,0.01368
39.0,0.9163,0.01402,0.01285
40.0,0.8085,0.01301,0.01052
41.0,0.7007,0.01184,0.0083
42.0,0.8085,0.01434,0.01159
43.0,0.6468,0.01202,0.00777
44.0,0.6468,0.01258,0.00814
45.0,0.8085,0.01645,0.0133
46.0,0.7007,0.01489,0.01043
47.0,0.539,0.01196,0.00644
48.0,0.539,0.01247,0.00672
49.0,0.4851,0.01169,0.00567
50.0,0.4851,0.01217,0.0059
51.0,0.4312,0.01125,0.00485
52.0,0.3234,0.00877,0.00284
53.0,0.4312,0.01215,0.00524
54.0,0.3773,0.01104,0.00416
55.0,0.3773,0.01145,0.00432
56.0,0.3773,0.01187,0.00448
57.0,0.4312,0.01405,0.00606
58.0,0.4312,0.01454,0.00627
59.0,0.3234,0.01129,0.00365
60.0,0.2695,0.00973,0.00262
61.0,0.2695,0.01005,0.00271
62.0,0.2156,0.00831,0.00179
63.0,0.2156,0.00858,0.00185
64.0,0.1617,0.00664,0.00107
65.0,0.1617,0.00685,0.00111
