duty,voltage,current,power
0.0,10.6183,0.00097,0.01025
1.0,10.241,0.00103,0.01058
2.0,8.0311,0.00105,0.00844
3.0,5.4978,0.00099,0.00547
4.0,3.4496,0.00087,0.00299
5.0,2.9645,0.00101,0.003
6.0,3.1262,0.00141,0.00441
7.0,3.3957,0.00197,0.0067
8.0,3.1262,0.00228,0.00714
9.0,3.3418,0.00301,0.01006
10.0,3.0184,0.00329,0.00994
11.0,3.0184,0.00393,0.01185
12.0,3.0184,0.00462,0.01395
13.0,2.9106,0.00518,0.01509
14.0,3.0723,0.0063,0.01936
15.0,2.9645,0.00694,0.02057
16.0,2.6411,0.007,0.01849
17.0,2.3177,0.00691,0.01601
18.0,2.6411,0.0088,0.02323
19.0,2.4255,0.00898,0.02177
20.0,2.3177,0.00948,0.02198
21.0,2.1021,0.00946,0.01989
22.0,2.2099,0.0109,0.02408
23.0,1.9404,0.01044,0.02026
24.0,2.0482,0.01198,0.02455
25.0,2.0482,0.01299,0.0266
26.0,1.7248,0.01182,0.02038
27.0,1.8326,0.01353,0.02479
28.0,1.5092,0.01197,0.01806
29.0,1.4553,0.01237,0.018
30.0,1.5631,0.01421,0.02221
31.0,1.7248,0.01673,0.02886
32.0,1.4553,0.01503,0.02188
33.0,1.4553,0.01598,0.02326
34.0,1.5092,0.01758,0.02654
35.0,1.078,0.0133,0.01434
36.0,1.5092,0.0197,0.02973
37.0,1.3475,0.01857,0.02502
38.0,1.4014,0.02036,0.02854
39.0,1.078,0.01649,0.01778
40.0,1.1858,0.01908,0.02263
41.0,1.2397,0.02095,0.02597
42.0,1.078,0.01911,0.0206
43.0,1.078,0.02003,0.02159
44.0,1.1319,0.02202,0.02492
45.0,0.9702,0.01973,0.01915
46.0,1.0241,0.02176,0.02229
47.0,1.1319,0.02511,0.02842
48.0,0.8624,0.01995,0.0172
49.0,0.7007,0.01689,0.01183
50.0,0.9163,0.02299,0.02107
51.0,0.8624,0.02251,0.01941
52.0,0.4851,0.01316,0.00638
53.0,0.5929,0.01671,0.00991
54.0,0.6468,0.01892,0.01224
55.0,0.7007,0.02126,0.0149
56.0,0.4851,0.01526,0.0074
57.0,0.539,0.01756,0.00947
58.0,0.4851,0.01636,0.00794
59.0,0.4312,0.01505,0.00649
60.0,0.2695,0.00973,0.00262
61.0,0.3773,0.01407,0.00531
62.0,0.4851,0.01869,0.00907
63.0,0.2695,0.01072,0.00289
64.0,0.3234,0.01328,0.00429
65.0,0.3234,0.01369,0.00443
66.0,0.2695,0.01176,0.00317
67.0,0.3234,0.01455,0.0047
68.0,0.2156,0.00999,0.00215
69.0,0.1617,0.00771,0.00125
70.0,0.1617,0.00794,0.00128
71.0,0.1078,0.00544,0.00059
72.0,0.1078,0.0056,0.0006
73.0,0.1078,0.00575,0.00062
74.0,0.1078,0.00591,0.00064
75.0,0.1078,0.00607,0.00065
76.0,0.1078,0.00624,0.00067
77.0,0.0539,0.0032,0.00017
78.0,0.0539,0.00328,0.00018
79.0,0.0539,0.00337,0.00018
80.0,0.0,0.0,0.0
81.0,0.0,0.0,0.0
