duty,voltage,current,power
0.0,15.3076,0.00139,0.0213
1.0,15.2537,0.00154,0.02348
2.0,15.0381,0.00197,0.0296
3.0,14.6608,0.00265,0.03888
4.0,13.7445,0.00345,0.0474
5.0,12.5587,0.00428,0.05377
6.0,11.6963,0.00527,0.06169
7.0,11.319,0.00658,0.07443
8.0,10.6183,0.00776,0.08241
9.0,11.1034,0.01,0.11107
10.0,10.78,0.01176,0.12677
11.0,10.1871,0.01325,0.135
12.0,10.0254,0.01535,0.15387
13.0,9.8637,0.01757,0.17327
14.0,10.5105,0.02156,0.22657
15.0,10.6722,0.02498,0.26662
16.0,10.241,0.02715,0.27802
17.0,9.7559,0.02908,0.28372
18.0,9.3247,0.03106,0.28962
19.0,9.8637,0.0365,0.36007
20.0,9.2169,0.03771,0.34753
21.0,9.5942,0.04318,0.4143
22.0,9.2708,0.04571,0.4238
23.0,9.163,0.04931,0.45178
24.0,8.8935,0.05204,0.46277
25.0,8.1928,0.05195,0.42561
26.0,8.1389,0.05576,0.45382
27.0,8.624,0.06365,0.54894
28.0,7.5999,0.06027,0.45808
29.0,8.0311,0.06827,0.5483
30.0,7.9772,0.07252,0.57851
31.0,7.7616,0.07529,0.58441
32.0,7.7077,0.07963,0.61375
33.0,7.546,0.08286,0.62528
34.0,6.6297,0.07724,0.51209
35.0,6.1446,0.07583,0.46594
36.0,6.3063,0.0823,0.51903
37.0,6.6297,0.09136,0.60571
38.0,6.4141,0.0932,0.59781
39.0,5.1744,0.07917,0.40967
40.0,5.0666,0.08153,0.41306
41.0,5.8751,0.09929,0.58337
42.0,5.4439,0.09653,0.52547
43.0,5.7134,0.10616,0.60654
44.0,5.3361,0.10379,0.55384
45.0,5.0127,0.10196,0.51111
46.0,4.9049,0.10423,0.51126
47.0,4.2042,0.09325,0.39205
48.0,4.2581,0.09849,0.4194
49.0,4.4198,0.10652,0.4708
50.0,4.3659,0.10954,0.47826
51.0,4.1503,0.10833,0.44959
52.0,3.6113,0.09798,0.35383
53.0,3.773,0.10633,0.40117
54.0,3.9347,0.11509,0.45286
55.0,3.3418,0.10139,0.33884
56.0,3.0723,0.09663,0.29687
57.0,2.8028,0.09132,0.25595
58.0,3.0184,0.10181,0.30731
59.0,3.0723,0.10723,0.32943
60.0,2.5872,0.09337,0.24158
61.0,2.6411,0.09852,0.26019
62.0,2.3716,0.09138,0.21672
63.0,2.1021,0.08362,0.17578
64.0,2.3716,0.09736,0.23089
65.0,2.3177,0.09813,0.22744
