duty,voltage,current,power
0.0,14.4452,0.00131,0.01897
1.0,14.3913,0.00145,0.0209
2.0,13.9062,0.00182,0.02532
3.0,13.475,0.00244,0.03285
4.0,11.6424,0.00292,0.03401
5.0,10.9417,0.00373,0.04081
6.0,8.3545,0.00377,0.03147
7.0,8.3006,0.00482,0.04002
8.0,8.4084,0.00615,0.05168
9.0,7.9233,0.00714,0.05656
10.0,7.8155,0.00853,0.06663
11.0,7.9772,0.01038,0.08278
12.0,7.9772,0.01221,0.09742
13.0,7.8155,0.01392,0.10878
14.0,7.6538,0.0157,0.12014
15.0,7.5999,0.01779,0.13521
16.0,7.1687,0.019,0.13623
17.0,7.1687,0.02137,0.15319
18.0,7.0609,0.02352,0.16607
19.0,7.2765,0.02693,0.19595
20.0,7.1687,0.02933,0.21023
21.0,6.4141,0.02887,0.18517
22.0,7.1148,0.03508,0.2496
23.0,6.1985,0.03335,0.20674
24.0,6.0907,0.03564,0.21705
25.0,6.2524,0.03965,0.24788
26.0,5.929,0.04062,0.24083
27.0,5.8751,0.04336,0.25477
28.0,5.8751,0.04659,0.27375
29.0,5.39,0.04582,0.24697
30.0,5.39,0.049,0.26411
31.0,4.7971,0.04654,0.22324
32.0,5.0127,0.05179,0.25959
33.0,4.3659,0.04794,0.20931
34.0,4.6893,0.05463,0.2562
35.0,4.9049,0.06053,0.2969
36.0,4.5815,0.05979,0.27394
37.0,3.8808,0.05348,0.20755
38.0,4.1503,0.06031,0.25029
39.0,3.9347,0.0602,0.23689
40.0,3.9347,0.06331,0.24912
41.0,3.8269,0.06468,0.24752
42.0,3.1801,0.05639,0.17931
43.0,3.3418,0.06209,0.2075
44.0,3.3418,0.065,0.21722
45.0,3.3418,0.06798,0.22716
46.0,2.9645,0.063,0.18676
47.0,3.0184,0.06695,0.20208
48.0,3.3957,0.07855,0.26672
49.0,2.5872,0.06235,0.16132
50.0,2.8567,0.07168,0.20476
51.0,2.5872,0.06753,0.17471
52.0,2.2638,0.06142,0.13904
53.0,2.4255,0.06835,0.16579
54.0,2.5333,0.0741,0.18772
55.0,2.4255,0.07359,0.1785
56.0,1.9943,0.06272,0.12509
57.0,1.8865,0.06146,0.11595
58.0,1.8865,0.06363,0.12004
59.0,1.9943,0.0696,0.13881
60.0,1.617,0.05836,0.09437
61.0,1.4553,0.05428,0.079
62.0,1.4014,0.054,0.07567
63.0,1.5092,0.06004,0.09061
64.0,1.1858,0.04868,0.05772
65.0,1.1858,0.05021,0.05954
66.0,1.4553,0.06353,0.09245
67.0,1.0241,0.04606,0.04718
68.0,1.2397,0.05744,0.0712
69.0,1.4014,0.06685,0.09368
70.0,0.8624,0.04234,0.03651
71.0,0.539,0.02722,0.01467
72.0,0.7007,0.03639,0.0255
73.0,0.539,0.02877,0.01551
74.0,0.6468,0.03548,0.02295
75.0,0.4851,0.02733,0.01326
76.0,0.4312,0.02495,0.01076
77.0,0.4312,0.02561,0.01104
78.0,0.3234,0.01971,0.00637
79.0,0.2695,0.01684,0.00454
80.0,0.3234,0.02073,0.0067
81.0,0.1617,0.01062,0.00172
82.0,0.1617,0.01089,0.00176
83.0,0.1617,0.01115,0.0018
84.0,0.1617,0.01142,0.00185
85.0,0.0539,0.0039,0.00021
86.0,0.0539,0.00399,0.00022
87.0,0.1078,0.00817,0.00088
88.0,0.0539,0.00418,0.00023
89.0,0.0539,0.00427,0.00023
90.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,14.1218,0.00128,0.01813
1.0,14.014,0.00141,0.01982
2.0,13.475,0.00176,0.02377
3.0,12.7204,0.0023,0.02927
4.0,11.2651,0.00283,0.03184
5.0,9.1091,0.00311,0.02829
6.0,7.6538,0.00345,0.02641
7.0,7.2765,0.00423,0.03076
8.0,7.3843,0.0054,0.03985
9.0,7.1148,0.00641,0.0456
10.0,7.1687,0.00782,0.05606
11.0,7.3843,0.00961,0.07094
12.0,7.0609,0.01081,0.07633
13.0,7.3304,0.01305,0.0957
14.0,6.6297,0.0136,0.09014
15.0,6.9531,0.01628,0.11317
16.0,6.7914,0.018,0.12227
17.0,6.468,0.01928,0.12471
18.0,6.1985,0.02065,0.12798
19.0,6.3063,0.02334,0.14718
20.0,6.0907,0.02492,0.15176
21.0,6.6297,0.02984,0.19783
22.0,6.468,0.03189,0.20628
23.0,5.7673,0.03103,0.17898
24.0,5.8751,0.03437,0.20195
25.0,5.5517,0.0352,0.19544
26.0,5.39,0.03693,0.19903
27.0,4.9588,0.0366,0.18149
28.0,4.851,0.03847,0.18663
29.0,4.9588,0.04215,0.20903
30.0,4.5276,0.04116,0.18636
31.0,4.6354,0.04497,0.20844
32.0,4.2042,0.04343,0.1826
33.0,4.4737,0.04913,0.21977
34.0,3.8269,0.04459,0.17063
35.0,3.8269,0.04723,0.18073
36.0,3.7191,0.04854,0.18052
37.0,3.6652,0.05051,0.18513
38.0,3.6652,0.05326,0.1952
39.0,3.773,0.05773,0.21782
40.0,3.0723,0.04944,0.15188
41.0,2.9645,0.0501,0.14853
42.0,2.9106,0.05161,0.15021
43.0,3.3957,0.0631,0.21425
44.0,2.9645,0.05766,0.17094
45.0,2.8567,0.05811,0.166
46.0,3.0184,0.06414,0.19361
47.0,3.1262,0.06934,0.21678
48.0,2.4255,0.0561,0.13608
49.0,2.8028,0.06755,0.18933
50.0,2.7489,0.06897,0.1896
51.0,2.5333,0.06612,0.16751
52.0,2.2638,0.06142,0.13904
53.0,2.3716,0.06683,0.1585
54.0,2.2638,0.06622,0.1499
55.0,1.8326,0.0556,0.1019
56.0,1.8326,0.05764,0.10563
57.0,1.7787,0.05795,0.10308
58.0,1.5631,0.05272,0.08241
59.0,1.6709,0.05832,0.09744
60.0,1.3475,0.04863,0.06553
61.0,1.4014,0.05227,0.07326
62.0,1.1319,0.04361,0.04937
63.0,1.1319,0.04503,0.05097
64.0,1.1319,0.04647,0.05259
65.0,1.0241,0.04336,0.04441
66.0,0.9163,0.04,0.03665
67.0,0.9702,0.04364,0.04234
68.0,0.9702,0.04495,0.04361
69.0,0.9163,0.04371,0.04005
70.0,0.5929,0.02911,0.01726
71.0,0.7007,0.03539,0.02479
72.0,0.5929,0.03079,0.01826
73.0,0.4851,0.0259,0.01256
74.0,0.539,0.02956,0.01594
75.0,0.4312,0.02429,0.01048
76.0,0.4312,0.02495,0.01076
77.0,0.3773,0.0224,0.00845
78.0,0.2695,0.01642,0.00443
79.0,0.2156,0.01348,0.00291
80.0,0.2156,0.01382,0.00298
81.0,0.2156,0.01417,0.00305
82.0,0.1078,0.00726,0.00078
83.0,0.1617,0.01115,0.0018
84.0,0.1078,0.00762,0.00082
85.0,0.0539,0.0039,0.00021
86.0,0.1078,0.00798,0.00086
87.0,0.0539,0.00408,0.00022
88.0,0.0539,0.00418,0.00023
89.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,14.0679,0.00128,0.01799
1.0,13.9062,0.0014,0.01951
2.0,13.1516,0.00172,0.02264
3.0,12.6665,0.00229,0.02903
4.0,10.78,0.0027,0.02916
5.0,9.163,0.00312,0.02862
6.0,7.4382,0.00335,0.02495
7.0,7.1687,0.00416,0.02985
8.0,7.1687,0.00524,0.03756
9.0,7.3304,0.0066,0.04841
10.0,6.9531,0.00759,0.05274
11.0,6.9531,0.00905,0.06289
12.0,6.8992,0.01056,0.07287
13.0,7.0609,0.01257,0.08879
14.0,6.5758,0.01349,0.08868
15.0,7.1687,0.01678,0.1203
16.0,6.3602,0.01686,0.10723
17.0,6.1985,0.01848,0.11453
18.0,6.6836,0.02226,0.14879
19.0,5.929,0.02194,0.1301
20.0,6.5219,0.02668,0.17401
21.0,5.8751,0.02644,0.15536
22.0,5.8751,0.02897,0.1702
23.0,5.4978,0.02958,0.16264
24.0,5.5517,0.03248,0.18033
25.0,5.7134,0.03623,0.20699
26.0,5.1744,0.03545,0.18343
27.0,4.6893,0.03461,0.1623
28.0,4.7971,0.03805,0.18251
29.0,4.6893,0.03986,0.18693
30.0,4.851,0.0441,0.21393
31.0,4.4737,0.0434,0.19415
32.0,3.9886,0.04121,0.16435
33.0,3.8269,0.04202,0.16082
34.0,3.9347,0.04584,0.18038
35.0,3.773,0.04656,0.17568
36.0,3.8808,0.05065,0.19655
37.0,3.4496,0.04754,0.16399
38.0,3.6113,0.05248,0.1895
39.0,3.4496,0.05278,0.18208
40.0,3.1801,0.05117,0.16273
41.0,3.1801,0.05375,0.17092
42.0,3.3418,0.05925,0.19801
43.0,3.0184,0.05608,0.16929
44.0,2.7489,0.05347,0.14698
45.0,3.0184,0.0614,0.18532
46.0,3.1801,0.06758,0.21491
47.0,2.5872,0.05739,0.14847
48.0,2.695,0.06234,0.168
49.0,2.5872,0.06235,0.16132
50.0,2.5872,0.06492,0.16795
51.0,2.4255,0.06331,0.15355
52.0,1.9943,0.05411,0.10791
53.0,1.9943,0.0562,0.11208
54.0,1.8865,0.05518,0.1041
55.0,1.9404,0.05887,0.11424
56.0,1.9404,0.06103,0.11842
57.0,1.7787,0.05795,0.10308
58.0,1.7248,0.05818,0.10035
59.0,1.5092,0.05267,0.07949
60.0,1.1858,0.0428,0.05075
61.0,1.5092,0.05629,0.08496
62.0,1.1858,0.04569,0.05418
63.0,1.1319,0.04503,0.05097
64.0,1.4553,0.05974,0.08694
65.0,1.3475,0.05705,0.07688
66.0,0.8624,0.03764,0.03246
67.0,1.2397,0.05576,0.06913
68.0,0.8624,0.03996,0.03446
69.0,1.0241,0.04885,0.05003
70.0,0.7007,0.0344,0.0241
71.0,0.5929,0.02994,0.01775
72.0,0.5929,0.03079,0.01826
73.0,0.4851,0.0259,0.01256
74.0,0.4312,0.02365,0.0102
75.0,0.4312,0.02429,0.01048
76.0,0.3234,0.01871,0.00605
77.0,0.3234,0.0192,0.00621
78.0,0.2695,0.01642,0.00443
79.0,0.2156,0.01348,0.00291
80.0,0.1617,0.01036,0.00168
81.0,0.1617,0.01062,0.00172
82.0,0.1617,0.01089,0.00176
83.0,0.1617,0.01115,0.0018
84.0,0.0539,0.00381,0.00021
85.0,0.0539,0.0039,0.00021
86.0,0.1078,0.00798,0.00086
87.0,0.1078,0.00817,0.00088
88.0,0.0,0.0,0.0
89.0,0.0539,0.00427,0.00023
90.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,14.1757,0.00129,0.01827
1.0,14.0679,0.00142,0.01997
2.0,13.6367,0.00179,0.02434
3.0,12.8821,0.00233,0.03002
4.0,11.2651,0.00283,0.03184
5.0,9.4325,0.00322,0.03033
6.0,8.5162,0.00384,0.0327
7.0,7.9233,0.0046,0.03647
8.0,7.3843,0.0054,0.03985
9.0,7.2765,0.00656,0.0477
10.0,7.9772,0.0087,0.06942
11.0,6.8992,0.00898,0.06192
12.0,7.0609,0.01081,0.07633
13.0,7.1148,0.01267,0.09015
14.0,7.1687,0.0147,0.1054
15.0,6.6836,0.01565,0.10457
16.0,7.3304,0.01943,0.14245
17.0,6.5758,0.0196,0.1289
