duty,voltage,current,power
0.0,16.1161,0.00147,0.02361
1.0,16.0083,0.00162,0.02586
2.0,15.1998,0.00199,0.03024
3.0,14.6069,0.00264,0.0386
4.0,13.0438,0.00327,0.04269
5.0,11.9658,0.00408,0.04881
6.0,11.4807,0.00518,0.05943
7.0,11.2651,0.00654,0.07372
8.0,10.8339,0.00792,0.08579
9.0,10.9956,0.00991,0.10892
10.0,10.6183,0.01158,0.123
11.0,10.5644,0.01374,0.14519
12.0,10.241,0.01568,0.16056
13.0,10.1332,0.01805,0.18287
14.0,10.5105,0.02156,0.22657
15.0,10.5105,0.0246,0.2586
16.0,9.9715,0.02643,0.26358
17.0,9.163,0.02731,0.25028
18.0,9.4864,0.0316,0.29975
19.0,10.0254,0.0371,0.37197
20.0,9.163,0.03749,0.34348
21.0,9.5942,0.04318,0.4143
22.0,9.4325,0.04651,0.43871
23.0,8.9474,0.04815,0.43077
24.0,8.3006,0.04857,0.40313
25.0,7.9233,0.05024,0.39807
26.0,8.3545,0.05724,0.47818
27.0,8.2467,0.06087,0.50196
28.0,7.8694,0.06241,0.49114
29.0,7.9233,0.06736,0.53368
30.0,7.3304,0.06664,0.4885
31.0,7.4921,0.07268,0.54453
32.0,7.8155,0.08074,0.63103
33.0,7.1687,0.07872,0.56431
34.0,7.007,0.08164,0.57204
35.0,6.6836,0.08248,0.55127
36.0,6.3602,0.08301,0.52794
37.0,6.6297,0.09136,0.60571
38.0,6.3602,0.09242,0.58781
39.0,4.9049,0.07505,0.36811
40.0,5.6595,0.09107,0.51539
41.0,5.6056,0.09474,0.53107
42.0,5.1744,0.09175,0.47473
43.0,5.4439,0.10115,0.55066
44.0,5.1744,0.10065,0.52079
45.0,5.0666,0.10306,0.52216
46.0,5.0127,0.10652,0.53398
47.0,4.6893,0.10401,0.48775
48.0,4.5276,0.10473,0.47416
49.0,4.2581,0.10262,0.43698
50.0,4.0425,0.10143,0.41003
51.0,3.8808,0.10129,0.3931
52.0,3.5035,0.09505,0.33302
53.0,3.2879,0.09266,0.30464
54.0,3.4496,0.1009,0.34808
55.0,3.8808,0.11775,0.45695
56.0,2.7489,0.08646,0.23766
57.0,3.0723,0.1001,0.30753
58.0,2.2099,0.07454,0.16473
59.0,2.7489,0.09594,0.26373
60.0,2.2638,0.0817,0.18496
61.0,2.5333,0.09449,0.23938
62.0,2.4794,0.09553,0.23687
63.0,2.156,0.08577,0.18492
64.0,1.9404,0.07966,0.15456
65.0,1.7787,0.07531,0.13396
66.0,1.8865,0.08235,0.15535
67.0,1.6709,0.07516,0.12558
68.0,1.4553,0.06743,0.09812
69.0,1.6709,0.0797,0.13318
70.0,1.078,0.05292,0.05705
71.0,1.1858,0.05988,0.07101
72.0,1.1858,0.06158,0.07302
73.0,0.8624,0.04604,0.0397
74.0,1.2397,0.068,0.0843
75.0,0.6468,0.03644,0.02357
76.0,0.8624,0.04989,0.04303
77.0,0.539,0.03201,0.01725
78.0,0.4851,0.02956,0.01434
79.0,0.9702,0.06064,0.05883
80.0,0.4851,0.03109,0.01508
81.0,0.3234,0.02125,0.00687
82.0,0.4851,0.03266,0.01584
83.0,0.2695,0.01859,0.00501
84.0,0.539,0.03808,0.02053
85.0,0.2156,0.0156,0.00336
86.0,0.1617,0.01197,0.00194
87.0,0.1078,0.00817,0.00088
88.0,0.1078,0.00836,0.0009
89.0,0.0539,0.00427,0.00023
90.0,0.1617,0.01311,0.00212
0.0,16.1161,0.00147,0.02361
1.0,15.9544,0.00161,0.02569
2.0,15.3076,0.002,0.03067
3.0,14.1757,0.00256,0.03635
4.0,12.1814,0.00306,0.03723
5.0,11.5885,0.00395,0.04578
6.0,11.4807,0.00518,0.05943
7.0,10.9956,0.00639,0.07023
8.0,11.0495,0.00808,0.08924
9.0,10.9417,0.00986,0.10786
10.0,10.9417,0.01194,0.1306
