duty,voltage,current,power
0.0,16.6551,0.00151,0.02522
1.0,16.6551,0.00168,0.02799
2.0,16.5473,0.00217,0.03584
3.0,16.3317,0.00295,0.04825
4.0,16.0083,0.00402,0.0643
5.0,15.5771,0.00531,0.08272
6.0,14.8225,0.00668,0.09907
7.0,13.6906,0.00795,0.10888
8.0,12.936,0.00946,0.12231
9.0,13.7984,0.01243,0.17153
10.0,13.6367,0.01488,0.20287
11.0,13.2594,0.01725,0.22871
12.0,13.475,0.02063,0.27798
13.0,13.2055,0.02352,0.31056
14.0,13.2594,0.02719,0.36057
15.0,12.6126,0.02952,0.37239
16.0,12.8282,0.03401,0.43624
17.0,11.6963,0.03487,0.4078
18.0,12.0736,0.04022,0.48555
19.0,11.9658,0.04428,0.5299
20.0,10.9417,0.04476,0.48977
21.0,11.2651,0.0507,0.57118
22.0,10.5644,0.05209,0.55032
23.0,10.5644,0.05685,0.60054
24.0,11.4268,0.06686,0.76396
25.0,11.2112,0.07109,0.797
26.0,10.8339,0.07422,0.80411
27.0,10.241,0.07559,0.7741
28.0,10.0254,0.07951,0.79713
29.0,10.1332,0.08614,0.87289
30.0,9.9176,0.09016,0.89417
31.0,9.8098,0.09516,0.93354
32.0,9.2169,0.09522,0.87762
33.0,10.2949,0.11305,1.16381
34.0,8.5701,0.09985,0.85572
35.0,8.7318,0.10776,0.94092
36.0,9.3247,0.1217,1.13478
37.0,9.0552,0.12479,1.12999
38.0,8.2467,0.11983,0.98822
39.0,8.2467,0.12618,1.04059
40.0,8.1389,0.13096,1.06589
41.0,7.546,0.12753,0.96237
42.0,7.2226,0.12806,0.92495
43.0,7.5999,0.14121,1.07321
44.0,7.7616,0.15097,1.17177
45.0,6.8992,0.14034,0.96821
46.0,7.0609,0.15005,1.05949
47.0,6.1985,0.13749,0.85222
48.0,6.6836,0.1546,1.03327
49.0,6.4141,0.15459,0.99153
50.0,5.0666,0.12713,0.64409
51.0,5.8212,0.15194,0.88447
52.0,6.6836,0.18133,1.21195
53.0,5.4439,0.15341,0.83517
54.0,5.6056,0.16397,0.91914
55.0,5.4439,0.16517,0.89918
56.0,5.4978,0.17291,0.95063
57.0,5.1205,0.16683,0.85426
58.0,4.0964,0.13818,0.56602
59.0,4.6893,0.16366,0.76745
60.0,5.0666,0.18286,0.92647
61.0,4.6893,0.17492,0.82023
62.0,3.9886,0.15368,0.61299
63.0,3.9886,0.15867,0.63287
64.0,4.2581,0.1748,0.74431
65.0,3.5035,0.14834,0.51971
66.0,2.695,0.11764,0.31704
67.0,3.234,0.14547,0.47044
68.0,2.9645,0.13735,0.40717
69.0,2.9106,0.13884,0.4041
70.0,2.2638,0.11113,0.25158
71.0,2.695,0.1361,0.36679
72.0,2.2638,0.11756,0.26614
73.0,1.5092,0.08056,0.12158
74.0,1.5092,0.08278,0.12493
75.0,1.617,0.0911,0.14731
76.0,1.7248,0.09978,0.1721
77.0,1.5631,0.09282,0.14508
78.0,1.3475,0.0821,0.11064
79.0,1.078,0.06738,0.07263
80.0,0.9702,0.06218,0.06033
81.0,1.2397,0.08145,0.10097
82.0,0.6468,0.04355,0.02817
83.0,0.6468,0.04462,0.02886
84.0,0.7007,0.04951,0.03469
85.0,0.5929,0.04289,0.02543
86.0,0.539,0.03991,0.02151
87.0,0.2156,0.01634,0.00352
88.0,0.3234,0.02507,0.00811
89.0,0.3234,0.02565,0.00829
90.0,0.2156,0.01748,0.00377
0.0,16.6551,0.00151,0.02522
1.0,16.6551,0.00168,0.02799
2.0,16.6012,0.00217,0.03608
3.0,16.3856,0.00296,0.04857
4.0,16.0083,0.00402,0.0643
5.0,15.5232,0.00529,0.08215
6.0,14.1757,0.00639,0.09061
7.0,14.6069,0.00849,0.12394
8.0,13.8523,0.01012,0.14025
9.0,13.2055,0.0119,0.15711
10.0,13.475,0.0147,0.19808
11.0,13.2055,0.01718,0.22686
12.0,12.1814,0.01865,0.22717
13.0,13.0977,0.02333,0.30551
14.0,12.8282,0.02631,0.3375
15.0,12.6126,0.02952,0.37239
16.0,12.8282,0.03401,0.43624
17.0,12.5587,0.03744,0.47015
18.0,11.7502,0.03914,0.45989
19.0,11.319,0.04189,0.47416
